Source,Target
4383871,116096
4383871,116103
4383871,116114
4383871,116148
4383871,116156
4383871,116185
4383871,116190
4383871,116192
4383871,106623
4383871,116194
4383871,116211
4383871,107529
4383871,116242
4383871,116262
4383871,116278
4383871,107546
4383871,116397
4383871,116421
4383871,116460
4383871,125383
4383871,125386
4383871,125481
4383871,125534
4383871,107587
4383871,107600
4383871,125623
4383871,125631
4383871,107619
4383871,125712
4383871,107623
4383871,107647
4383871,126171
4383871,126190
4383871,107709
4383871,107747
4383871,107754
4383871,107765
4383871,126595
4383871,107850
4383871,107889
4383871,127373
4383871,107905
4383871,107908
4383871,127502
4383871,107915
4383871,127600
4383871,127604
4383871,127612
4383871,127702
4383871,107967
4383871,127757
4383871,127761
4383871,107975
4383871,107984
4383871,127870
4383871,127882
4383871,108009
4383871,108010
4383871,108017
4383871,108063
4383871,108119
4383871,106689
4383871,108238
4383871,108276
4383871,108285
4383871,108287
4383871,108289
4383871,128285
4383871,106537
4383871,108325
4383871,128394
4383871,128412
4383871,108344
4383871,128477
4383871,108354
4383871,108366
4383871,108399
4383871,108433
4383871,108449
4383871,108477
4383871,108489
4383871,106539
4383871,128680
4383871,128774
4383871,106726
4383871,106728
4383871,116477
4383871,116496
4383871,116530
4383871,116535
4383871,116572
4383871,116586
4383871,116590
4383871,116604
4383871,116638
4383871,116653
4383871,116663
4383871,116671
4383871,116680
4383871,116681
4383871,116758
4383871,116769
4383871,116775
4383871,116799
4383871,116802
4383871,116806
4383871,116830
4383871,116831
4383871,116835
4383871,116844
4383871,116850
4383871,116875
4383871,116906
4383871,116920
4383871,116922
4383871,116926
4383871,116927
4383871,116935
4383871,116938
4383871,116979
4383871,117012
4383871,117032
4383871,117052
4383871,117063
4383871,117068
4383871,117076
4383871,117115
4383871,117132
4383871,117178
4383871,117179
4383871,117188
4383871,117199
4383871,117237
4383871,117279
4383871,117295
4383871,128927
4383871,108811
4383871,128991
4383871,108832
4383871,129179
4383871,117312
4383871,117337
4383871,117339
4383871,117370
4383871,117414
4383871,117416
4383871,117441
4383871,117454
4383871,117492
4383871,117513
4383871,117522
4383871,117541
4383871,117543
4383871,117593
4383871,117668
4383871,117715
4383871,117762
4383871,108933
4383871,108945
4383871,106764
4383871,108953
4383871,117924
4383871,117928
4383871,117938
4383871,117958
4383871,117963
4383871,117974
4383871,118096
4383871,118151
4383871,108996
4383871,109063
4383871,109065
4383871,129608
4383871,129627
4383871,129748
4383871,130113
4383871,118803
4383871,118834
4383871,118864
4383871,106788
4383871,109180
4383871,118930
4383871,118968
4383871,118992
4383871,119025
4383871,109280
4383871,109405
4383871,106819
4383871,106820
4383871,109512
4383871,106831
4383871,109681
4383871,131484
4383871,109708
4383871,106848
4383871,109825
4383871,109882
4383871,109894
4383871,109898
4383871,109899
4383871,109913
4383871,109914
4383871,109915
4383871,109919
4383871,131930
4383871,131952
4383871,106870
4383871,109984
4383871,106873
4383871,106876
4383871,106877
4383871,110092
4383871,110106
4383871,106885
4383871,110122
4383871,110137
4383871,106889
4383871,110180
4383871,134447
4383871,134476
4383871,110186
4383871,110187
4383871,134847
4383871,106893
4383871,110196
4383871,110214
4383871,110218
4383871,135642
4383871,110219
4383871,110220
4383871,106908
4383871,110342
4383871,110382
4383871,110415
4383871,110427
4383871,110503
4383871,136132
4383871,106936
4383871,110728
4383871,110758
4383871,106966
4383871,110921
4383871,110925
4383871,106978
4383871,106980
4383871,110973
4383871,138922
4383871,106983
4383871,111048
4383871,111073
4383871,111082
4383871,111085
4383871,119131
4383871,111134
4383871,119232
4383871,119254
4383871,119256
4383871,119266
4383871,119298
4383871,119315
4383871,119328
4383871,119349
4383871,119425
4383871,119484
4383871,119503
4383871,119516
4383871,119536
4383871,119547
4383871,119555
4383871,119570
4383871,111177
4383871,119605
4383871,119627
4383871,119638
4383871,119672
4383871,119688
4383871,119690
4383871,119707
4383871,119719
4383871,111235
4383871,111269
4383871,111328
4383871,119760
4383871,119782
4383871,111367
4383871,107018
4383871,111375
4383871,107020
4383871,119922
4383871,119980
4383871,111443
4383871,119995
4383871,120044
4383871,120093
4383871,120150
4383871,111475
4383871,120177
4383871,120213
4383871,120220
4383871,120232
4383871,120247
4383871,120249
4383871,120269
4383871,120291
4383871,120294
4383871,120309
4383871,120314
4383871,111495
4383871,120358
4383871,120391
4383871,107031
4383871,120435
4383871,120447
4383871,120462
4383871,120503
4383871,120515
4383871,120521
4383871,120528
4383871,120534
4383871,120544
4383871,120592
4383871,120595
4383871,120607
4383871,120622
4383871,120627
4383871,120640
4383871,120649
4383871,120752
4383871,120764
4383871,120766
4383871,120798
4383871,120806
4383871,120888
4383871,111564
4383871,111566
4383871,120952
4383871,120954
4383871,111574
4383871,120980
4383871,107036
4383871,121001
4383871,121019
4383871,121033
4383871,121042
4383871,121068
4383871,121070
4383871,121073
4383871,121077
4383871,121084
4383871,121087
4383871,121182
4383871,121186
4383871,121211
4383871,121217
4383871,111666
4383871,121311
4383871,121318
4383871,111673
4383871,111681
4383871,111682
4383871,121384
4383871,121393
4383871,121400
4383871,121404
4383871,121430
4383871,121454
4383871,121458
4383871,121463
4383871,121486
4383871,121512
4383871,121517
4383871,121546
4383871,121556
4383871,121565
4383871,121625
4383871,121632
4383871,121640
4383871,121666
4383871,121690
4383871,111736
4383871,121742
4383871,111737
4383871,121790
4383871,111784
4383871,121810
4383871,111800
4383871,111803
4383871,111808
4383871,111812
4383871,111816
4383871,111817
4383871,121885
4383871,112018
4383871,107081
4383871,112042
4383871,112049
4383871,112050
4383871,112052
4383871,112053
4383871,112056
4383871,112057
4383871,112062
4383871,112064
4383871,112073
4383871,112074
4383871,112075
4383871,112076
4383871,112080
4383871,112084
4383871,112099
4383871,112100
4383871,112102
4383871,112108
4383871,112115
4383871,112117
4383871,112119
4383871,112131
4383871,112142
4383871,112143
4383871,112147
4383871,112152
4383871,112225
4383871,112286
4383871,112290
4383871,112296
4383871,122055
4383871,122105
4383871,122115
4383871,112347
4383871,112358
4383871,122262
4383871,122288
4383871,122312
4383871,122383
4383871,112401
4383871,112404
4383871,112424
4383871,112438
4383871,112447
4383871,112449
4383871,112454
4383871,112461
4383871,112462
4383871,112468
4383871,122441
4383871,107127
4383871,112494
4383871,112508
4383871,107130
4383871,112516
4383871,107131
4383871,112529
4383871,112535
4383871,112592
4383871,112598
4383871,112599
4383871,112609
4383871,112623
4383871,112625
4383871,112662
4383871,112683
4383871,112730
4383871,112731
4383871,112753
4383871,112754
4383871,112810
4383871,112895
4383871,112967
4383871,112982
4383871,113036
4383871,113117
4383871,113119
4383871,113262
4383871,113283
4383871,113304
4383871,113357
4383871,107208
4383871,113579
4383871,113609
4383871,122465
4383871,122524
4383871,107243
4383871,122562
4383871,122570
4383871,113649
4383871,122718
4383871,122719
4383871,122825
4383871,122973
4383871,122988
4383871,123007
4383871,123013
4383871,113702
4383871,123023
4383871,123034
4383871,123047
4383871,123213
4383871,123253
4383871,123309
4383871,123333
4383871,113759
4383871,123354
4383871,123505
4383871,123509
4383871,123519
4383871,123567
4383871,123595
4383871,123619
4383871,107269
4383871,107271
4383871,113885
4383871,113919
4383871,123657
4383871,123680
4383871,123856
4383871,123891
4383871,123907
4383871,123924
4383871,123936
4383871,124068
4383871,124108
4383871,114031
4383871,114033
4383871,124189
4383871,124267
4383871,124281
4383871,124284
4383871,124347
4383871,124362
4383871,114074
4383871,114096
4383871,124535
4383871,124551
4383871,114118
4383871,114173
4383871,114193
4383871,114206
4383871,114211
4383871,114255
4383871,107318
4383871,114259
4383871,114263
4383871,114268
4383871,114290
4383871,114355
4383871,114356
4383871,114398
4383871,114412
4383871,114447
4383871,114469
4383871,114507
4383871,124728
4383871,114514
4383871,124733
4383871,114544
4383871,124789
4383871,114571
4383871,124836
4383871,114593
4383871,124862
4383871,114607
4383871,114617
4383871,114621
4383871,114625
4383871,114647
4383871,124913
4383871,114650
4383871,114651
4383871,114661
4383871,124937
4383871,114675
4383871,114693
4383871,114732
4383871,114752
4383871,114796
4383871,125107
4383871,114810
4383871,114821
4383871,114835
4383871,114840
4383871,114867
4383871,114876
4383871,114900
4383871,114902
4383871,114913
4383871,114919
4383871,114926
4383871,114930
4383871,114965
4383871,114966
4383871,114990
4383871,114991
4383871,115003
4383871,115119
4383871,115133
4383871,115147
4383871,115204
4383871,107423
4383871,115231
4383871,115254
4383871,115273
4383871,107433
4383871,115311
4383873,107435
4383873,115434
4383873,115501
4383873,115562
4383873,115571
4383873,106616
4383873,115612
4383873,115650
4383873,115693
4383873,115712
4383873,115732
4383873,115754
4383873,115768
4383873,115783
4383873,115790
4383873,115800
4383873,115802
4383873,115804
4383873,115809
4383873,115855
4383873,115859
4383873,115895
4383873,115896
4383873,107494
4383873,115934
4383873,107502
4383873,116154
4383873,116160
4383873,116167
4383873,116229
4383873,116279
4383873,116331
4383873,116394
4383873,116397
4383873,125232
4383873,116456
4383873,125365
4383873,125383
4383873,107587
4383873,107614
4383873,107619
4383873,125730
4383873,125874
4383873,107672
4383873,126121
4383873,107681
4383873,126171
4383873,107687
4383873,107700
4383873,126285
4383873,126424
4383873,107754
4383873,107778
4383873,107888
4383873,107889
4383873,107894
4383873,107900
4383873,107908
4383873,127604
4383873,107967
4383873,127757
4383873,107984
4383873,108017
4383873,108051
4383873,127983
4383873,127987
4383873,108063
4383873,108116
4383873,108218
4383873,128208
4383873,128218
4383873,108285
4383873,108288
4383873,128354
4383873,128394
4383873,108391
4383873,108432
4383873,108433
4383873,108477
4383873,108489
4383873,106726
4383873,116530
4383873,116550
4383873,116758
4383873,116769
4383873,116794
4383873,116799
4383873,116802
4383873,116831
4383873,116876
4383873,116920
4383873,116926
4383873,116935
4383873,117052
4383873,117178
4383873,117188
4383873,117270
4383873,128831
4383873,108795
4383873,108811
4383873,129179
4383873,117312
4383873,108854
4383873,108856
4383873,117386
4383873,108860
4383873,108862
4383873,117479
4383873,117501
4383873,117541
4383873,117543
4383873,108899
4383873,117746
4383873,108942
4383873,108946
4383873,108950
4383873,108981
4383873,108984
4383873,108996
4383873,109040
4383873,109061
4383873,109079
4383873,129495
4383873,129677
4383873,130091
4383873,109153
4383873,109245
4383873,118976
4383873,119025
4383873,109322
4383873,109323
4383873,109325
4383873,109350
4383873,109351
4383873,109352
4383873,109406
4383873,109541
4383873,109572
4383873,106831
4383873,131497
4383873,109701
4383873,109703
4383873,109706
4383873,106848
4383873,109837
4383873,109864
4383873,109880
4383873,109891
4383873,109897
4383873,109899
4383873,109908
4383873,109915
4383873,131952
4383873,132000
4383873,106873
4383873,110094
4383873,110103
4383873,110105
4383873,110106
4383873,110107
4383873,110109
4383873,110112
4383873,110150
4383873,110165
4383873,110185
4383873,110196
4383873,110201
4383873,135557
4383873,110219
4383873,110220
4383873,110221
4383873,110232
4383873,110298
4383873,110299
4383873,110317
4383873,110318
4383873,106907
4383873,106908
4383873,110342
4383873,110391
4383873,110399
4383873,110403
4383873,110405
4383873,106920
4383873,110503
4383873,106936
4383873,110750
4383873,106971
4383873,106973
4383873,106978
4383873,110953
4383873,110962
4383873,110978
4383873,110979
4383873,138922
4383873,111058
4383873,111072
4383873,111073
4383873,111104
4383873,119252
4383873,119315
4383873,119332
4383873,119334
4383873,119395
4383873,119503
4383873,119536
4383873,119539
4383873,119547
4383873,119555
4383873,119605
4383873,119638
4383873,119649
4383873,119672
4383873,119713
4383873,119735
4383873,111217
4383873,111288
4383873,111366
4383873,111375
4383873,119947
4383873,111441
4383873,111443
4383873,119995
4383873,111472
4383873,120154
4383873,111475
4383873,120213
4383873,120216
4383873,120247
4383873,120268
4383873,120294
4383873,107031
4383873,120447
4383873,120510
4383873,120515
4383873,120544
4383873,120644
4383873,120649
4383873,111538
4383873,120723
4383873,120736
4383873,120831
4383873,120859
4383873,120872
4383873,120879
4383873,120904
4383873,120949
4383873,111575
4383873,121010
4383873,111597
4383873,121073
4383873,121077
4383873,111639
4383873,107044
4383873,121211
4383873,121217
4383873,121253
4383873,121300
4383873,121318
4383873,111673
4383873,121338
4383873,121397
4383873,121430
4383873,121449
4383873,121486
4383873,121546
4383873,121666
4383873,121690
4383873,111736
4383873,111818
4383873,121866
4383873,121884
4383873,111887
4383873,111888
4383873,121940
4383873,112052
4383873,112053
4383873,112062
4383873,112064
4383873,112099
4383873,112100
4383873,112152
4383873,112300
4383873,122081
4383873,122098
4383873,122105
4383873,112320
4383873,112342
4383873,112346
4383873,112347
4383873,122269
4383873,122288
4383873,107117
4383873,112401
4383873,112424
4383873,112447
4383873,112473
4383873,122441
4383873,122451
4383873,112508
4383873,112516
4383873,112529
4383873,112592
4383873,112598
4383873,112599
4383873,112659
4383873,107148
4383873,112731
4383873,112755
4383873,112893
4383873,112895
4383873,112915
4383873,112933
4383873,107177
4383873,113036
4383873,113135
4383873,113195
4383873,113277
4383873,113283
4383873,113314
4383873,107225
4383873,107235
4383873,113599
4383873,113621
4383873,122458
4383873,122524
4383873,107243
4383873,122562
4383873,122591
4383873,113649
4383873,122720
4383873,122753
4383873,122779
4383873,122826
4383873,122899
4383873,113693
4383873,122963
4383873,122972
4383873,123011
4383873,113702
4383873,123131
4383873,123223
4383873,123311
4383873,113759
4383873,107262
4383873,107263
4383873,123507
4383873,123510
4383873,123525
4383873,123529
4383873,123589
4383873,107271
4383873,123856
4383873,123924
4383873,114033
4383873,124151
4383873,124223
4383873,124267
4383873,124362
4383873,114078
4383873,124535
4383873,114245
4383873,107318
4383873,114259
4383873,114261
4383873,114287
4383873,114299
4383873,114355
4383873,114389
4383873,114398
4383873,114464
4383873,114469
4383873,124836
4383873,124878
4383873,114617
4383873,114650
4383873,114651
4383873,114665
4383873,114671
4383873,114675
4383873,114693
4383873,114704
4383873,114755
4383873,114776
4383873,114821
4383873,114868
4383873,107387
4383873,114900
4383873,114926
4383873,107393
4383873,114932
4383873,114966
4383873,114981
4383873,115003
4383873,115047
4383873,115231
4383874,115325
4383874,115409
4383874,115421
4383874,115432
4383874,115435
4383874,115467
4383874,115718
4383874,115732
4383874,115739
4383874,115756
4383874,115786
4383874,115954
4383874,116056
4383874,116091
4383874,116136
4383874,116139
4383874,116164
4383874,116212
4383874,116223
4383874,116301
4383874,116390
4383874,125224
4383874,116459
4383874,125311
4383874,125402
4383874,125447
4383874,125866
4383874,126080
4383874,107722
4383874,126369
4383874,107764
4383874,107774
4383874,107818
4383874,127373
4383874,107908
4383874,107963
4383874,127759
4383874,107997
4383874,108009
4383874,108030
4383874,106534
4383874,108081
4383874,108082
4383874,108087
4383874,108099
4383874,108220
4383874,108221
4383874,108285
4383874,108287
4383874,128367
4383874,128397
4383874,108338
4383874,106708
4383874,108409
4383874,106713
4383874,106719
4383874,106721
4383874,106723
4383874,108523
4383874,106726
4383874,106728
4383874,108562
4383874,116535
4383874,116571
4383874,106540
4383874,116671
4383874,116710
4383874,116835
4383874,116859
4383874,116938
4383874,116964
4383874,117006
4383874,117038
4383874,117132
4383874,117270
4383874,117285
4383874,129179
4383874,117342
4383874,117409
4383874,117531
4383874,117542
4383874,117582
4383874,117626
4383874,117658
4383874,117666
4383874,117974
4383874,117979
4383874,109006
4383874,109008
4383874,109040
4383874,109068
4383874,109081
4383874,129542
4383874,129748
4383874,118784
4383874,118799
4383874,118848
4383874,109182
4383874,109191
4383874,109278
4383874,109280
4383874,109345
4383874,109534
4383874,109545
4383874,109561
4383874,109622
4383874,109644
4383874,109646
4383874,131365
4383874,109828
4383874,109866
4383874,131875
4383874,109938
4383874,131892
4383874,131945
4383874,106555
4383874,110145
4383874,135117
4383874,110296
4383874,110338
4383874,110344
4383874,110356
4383874,110363
4383874,110364
4383874,110622
4383874,110625
4383874,110642
4383874,110680
4383874,110780
4383874,110784
4383874,110785
4383874,110795
4383874,110799
4383874,110800
4383874,110801
4383874,110807
4383874,110809
4383874,110810
4383874,110897
4383874,110924
4383874,106978
4383874,110996
4383874,111017
4383874,111024
4383874,106987
4383874,111058
4383874,106990
4383874,119111
4383874,106994
4383874,119127
4383874,111129
4383874,106997
4383874,111137
4383874,119304
4383874,119377
4383874,119410
4383874,119506
4383874,111177
4383874,119614
4383874,111186
4383874,111188
4383874,119652
4383874,119657
4383874,119661
4383874,111191
4383874,119731
4383874,111221
4383874,111264
4383874,111424
4383874,111428
4383874,119934
4383874,111438
4383874,111441
4383874,120271
4383874,120280
4383874,111490
4383874,120329
4383874,120338
4383874,120358
4383874,120366
4383874,120384
4383874,120459
4383874,120477
4383874,120495
4383874,120514
4383874,120529
4383874,120576
4383874,120698
4383874,120725
4383874,120801
4383874,120854
4383874,120873
4383874,111562
4383874,120888
4383874,120949
4383874,121106
4383874,121269
4383874,121271
4383874,121308
4383874,121316
4383874,111673
4383874,121334
4383874,121426
4383874,121555
4383874,121569
4383874,121570
4383874,121692
4383874,111736
4383874,111789
4383874,111790
4383874,111797
4383874,111863
4383874,111866
4383874,107065
4383874,121919
4383874,121924
4383874,121937
4383874,107087
4383874,112154
4383874,112290
4383874,112291
4383874,122050
4383874,122106
4383874,112368
4383874,122270
4383874,122320
4383874,122340
4383874,122353
4383874,122357
4383874,122360
4383874,122362
4383874,122389
4383874,122440
4383874,122452
4383874,112699
4383874,107169
4383874,113119
4383874,113135
4383874,113165
4383874,113192
4383874,113231
4383874,113232
4383874,107243
4383874,122554
4383874,122730
4383874,122732
4383874,122850
4383874,123009
4383874,123044
4383874,123161
4383874,123172
4383874,123187
4383874,123218
4383874,123236
4383874,123274
4383874,113759
4383874,113818
4383874,113866
4383874,113871
4383874,107274
4383874,123762
4383874,123926
4383874,123990
4383874,124000
4383874,124037
4383874,124109
4383874,124200
4383874,124238
4383874,124336
4383874,124551
4383874,114134
4383874,124573
4383874,114178
4383874,124579
4383874,114299
4383874,114329
4383874,114331
4383874,114418
4383874,124646
4383874,114511
4383874,124742
4383874,114547
4383874,124789
4383874,114579
4383874,124893
4383874,124924
4383874,114666
4383874,114675
4383874,124961
4383874,124964
4383874,114762
4383874,114889
4383874,114897
4383874,114978
4383874,114990
4383874,115008
4383874,115044
4383874,115142
4383874,115144
4383874,115255
4383848,111004
4383848,115378
4383848,115402
4383848,115412
4383848,115419
4383848,115434
4383848,115551
4383848,115571
4383848,115680
4383848,115693
4383848,115809
4383848,115895
4383848,115896
4383848,116167
4383848,116192
4383848,116211
4383848,116223
4383848,116242
4383848,125383
4383848,107587
4383848,107619
4383848,107647
4383848,126171
4383848,126285
4383848,126493
4383848,107905
4383848,107908
4383848,107967
4383848,107984
4383848,127870
4383848,108017
4383848,108063
4383848,108169
4383848,108227
4383848,128218
4383848,108285
4383848,108288
4383848,128285
4383848,128394
4383848,108344
4383848,108354
4383848,108366
4383848,108376
4383848,108477
4383848,108489
4383848,106726
4383848,116530
4383848,116604
4383848,116671
4383848,116681
4383848,116758
4383848,116769
4383848,116799
4383848,116926
4383848,117052
4383848,117063
4383848,117127
4383848,117179
4383848,117188
4383848,117270
4383848,129179
4383848,117416
4383848,117479
4383848,117543
4383848,117727
4383848,117762
4383848,129608
4383848,130066
4383848,109350
4383848,109406
4383848,109512
4383848,131484
4383848,131497
4383848,109899
4383848,109908
4383848,131930
4383848,109984
4383848,106873
4383848,110219
4383848,110332
4383848,110342
4383848,110391
4383848,110503
4383848,106966
4383848,106978
4383848,106980
4383848,110973
4383848,138922
4383848,111134
4383848,119256
4383848,119266
4383848,119349
4383848,119503
4383848,119605
4383848,119649
4383848,119707
4383848,107020
4383848,111443
4383848,120044
4383848,120154
4383848,111475
4383848,120177
4383848,120213
4383848,120216
4383848,120232
4383848,120247
4383848,107031
4383848,120462
4383848,120515
4383848,120528
4383848,120533
4383848,120534
4383848,120544
4383848,120622
4383848,120644
4383848,120649
4383848,120736
4383848,120747
4383848,120766
4383848,120831
4383848,120980
4383848,107036
4383848,121001
4383848,121033
4383848,121186
4383848,121219
4383848,111666
4383848,111673
4383848,121384
4383848,121430
4383848,121449
4383848,121463
4383848,121517
4383848,121546
4383848,121640
4383848,121666
4383848,121690
4383848,121702
4383848,111736
4383848,121790
4383848,111759
4383848,111800
4383848,111817
4383848,112062
4383848,112084
4383848,112085
4383848,112099
4383848,112102
4383848,112108
4383848,112143
4383848,112225
4383848,122105
4383848,122262
4383848,112401
4383848,112413
4383848,112424
4383848,112447
4383848,112449
4383848,112454
4383848,112508
4383848,112529
4383848,112592
4383848,112598
4383848,112599
4383848,112680
4383848,113283
4383848,113357
4383848,122486
4383848,122524
4383848,122562
4383848,113649
4383848,113702
4383848,123505
4383848,123509
4383848,123510
4383848,123589
4383848,123619
4383848,107269
4383848,123787
4383848,124189
4383848,124267
4383848,124362
4383848,114096
4383848,114255
4383848,114290
4383848,114299
4383848,114398
4383848,114469
4383848,124836
4383848,124862
4383848,114617
4383848,114621
4383848,114625
4383848,114632
4383848,114650
4383848,114675
4383848,114693
4383848,114732
4383848,114752
4383848,114754
4383848,114769
4383848,114810
4383848,114821
4383848,107387
4383848,114903
4383848,114926
4383848,114966
4383848,115003
4383848,115121
4383845,106539
4383845,118799
4383845,116868
4383845,119283
4383845,120276
4383845,121224
4383845,121225
4383845,120607
4383845,106719
4383845,136328
4383845,115490
4383845,118935
4383845,118970
4383845,113791
4383845,119296
4383845,106867
4383845,127351
4383845,122307
4383845,106936
4383845,106952
4383845,107778
4383845,122115
4383845,130370
4383845,122719
4383845,106998
4383845,114564
4383845,117620
4383845,117353
4383845,114342
4383845,107057
4383845,107114
4383845,114118
4383845,117749
4383845,120418
4383845,116295
4383845,115658
4383845,116293
4383845,115657
4383845,107169
4383845,121786
4383845,122740
4383845,124788
4383845,128987
4383845,107546
4383845,124879
4383845,120949
4383845,123354
4383845,118865
4383845,114078
4383845,121575
4383845,107747
4383845,116972
4383845,122480
4383845,122503
4383845,115238
4383845,119216
4383845,114241
4383845,125457
4383845,124783
4383845,128496
4383845,124515
4383845,111597
4383845,115921
4383845,108218
4383845,114410
4383845,122312
4383845,112661
4383845,123056
4383845,123656
4383845,108359
4383845,108464
4383845,123837
4383845,108399
4383845,131359
4383845,113689
4383845,108953
4383845,125494
4383845,109082
4383845,109084
4383845,120980
4383845,138926
4383845,120137
4383845,109282
4383845,109351
4383845,109568
4383845,119311
4383845,121615
4383845,125730
4383845,132364
4383845,123569
4383845,109913
4383845,109918
4383845,123734
4383845,121492
4383845,109969
4383845,109966
4383845,121275
4383845,120534
4383845,118783
4383845,128735
4383845,110145
4383845,110165
4383845,116159
4383845,122137
4383845,122973
4383845,115464
4383845,121668
4383845,129089
4383845,117054
4383845,110260
4383845,119002
4383845,110391
4383845,115521
4383845,129168
4383845,110413
4383845,125559
4383845,117389
4383845,115500
4383845,120477
4383845,117715
4383845,110764
4383845,116961
4383845,117419
4383845,120026
4383845,110801
4383845,116915
4383845,127449
4383845,125827
4383845,121434
4383845,114080
4383845,116278
4383845,120291
4383845,111024
4383845,111048
4383845,118896
4383845,117295
4383845,121586
4383845,121041
4383845,111137
4383845,119547
4383845,111297
4383845,115343
4383845,125082
4383845,119633
4383845,120303
4383845,128367
4383845,116114
4383845,119082
4383845,115214
4383845,115834
4383845,111441
4383845,116396
4383845,111566
4383845,114661
4383845,111811
4383845,111888
4383845,127600
4383845,119459
4383845,124983
4383845,127817
4383845,121942
4383845,123917
4383845,112165
4383845,115598
4383845,126778
4383845,112289
4383845,115247
4383845,115747
4383845,116539
4383845,116152
4383845,120934
4383845,121612
4383845,112341
4383845,115569
4383845,129771
4383845,120116
4383845,108817
4383845,128379
4383845,120285
4383845,120535
4383845,123140
4383845,123624
4383845,112492
4383845,119474
4383845,114894
4383845,114397
4383845,115548
4383845,114223
4383845,114003
4383845,125103
4383845,126802
4383845,112754
4383845,112904
4383845,115799
4383845,114776
4383845,121528
4383845,116158
4383845,120296
4383845,132320
4383845,128407
4383845,117237
4383845,120545
4383845,124709
4383845,114904
4383845,117322
4383845,121182
4383845,121120
4383845,115201
4383845,115049
4383845,124585
4383845,123277
4383845,122795
4383845,121223
4383845,116953
4383845,114186
4383845,123557
4383845,113622
4383845,116443
4383845,116244
4383845,123999
4383845,121203
4383845,113374
4383845,125623
4383846,117021
4383846,121508
4383846,115713
4383846,117073
4383846,106631
4383846,106632
4383846,106633
4383846,116868
4383846,119283
4383846,125550
4383846,121224
4383846,121225
4383846,117414
4383846,115987
4383846,116958
4383846,116384
4383846,114958
4383846,106711
4383846,106716
4383846,136328
4383846,121103
4383846,116523
4383846,120667
4383846,106673
4383846,114419
4383846,106672
4383846,106819
4383846,125547
4383846,115203
4383846,117174
4383846,121636
4383846,128353
4383846,127351
4383846,122307
4383846,106914
4383846,107778
4383846,130370
4383846,107010
4383846,107044
4383846,126016
4383846,117620
4383846,114906
4383846,114905
4383846,114342
4383846,115680
4383846,120508
4383846,116293
4383846,115657
4383846,123526
4383846,107169
4383846,126002
4383846,115182
4383846,121786
4383846,124877
4383846,121712
4383846,114141
4383846,121577
4383846,129767
4383846,129072
4383846,127277
4383846,123838
4383846,120829
4383846,128575
4383846,116308
4383846,117115
4383846,111154
4383846,107455
4383846,124788
4383846,128987
4383846,107546
4383846,122771
4383846,124879
4383846,121687
4383846,114533
4383846,115038
4383846,122889
4383846,120162
4383846,114078
4383846,121575
4383846,107840
4383846,116972
4383846,121804
4383846,107881
4383846,114813
4383846,107997
4383846,130203
4383846,122503
4383846,115238
4383846,120799
4383846,128398
4383846,119235
4383846,125457
4383846,108083
4383846,108096
4383846,115360
4383846,124515
4383846,126589
4383846,108163
4383846,107135
4383846,123317
4383846,127010
4383846,108267
4383846,108268
4383846,108269
4383846,116779
4383846,116628
4383846,108276
4383846,116138
4383846,119054
4383846,123656
4383846,108349
4383846,108350
4383846,108351
4383846,116753
4383846,120044
4383846,121701
4383846,108356
4383846,108359
4383846,108364
4383846,116569
4383846,108376
4383846,120997
4383846,115859
4383846,116331
4383846,108391
4383846,120680
4383846,108464
4383846,124188
4383846,127911
4383846,128461
4383846,128805
4383846,127622
4383846,126476
4383846,115462
4383846,125437
4383846,116175
4383846,114603
4383846,117267
4383846,116686
4383846,116031
4383846,117291
4383846,108824
4383846,108953
4383846,124108
4383846,108995
4383846,109064
4383846,109082
4383846,130131
4383846,120137
4383846,109151
4383846,109238
4383846,114593
4383846,109536
4383846,109542
4383846,109568
4383846,119311
4383846,109659
4383846,121615
4383846,109701
4383846,109771
4383846,109786
4383846,132364
4383846,116004
4383846,123569
4383846,123747
4383846,109864
4383846,109913
4383846,109918
4383846,123734
4383846,121492
4383846,109931
4383846,121149
4383846,568672
4383846,121565
4383846,128735
4383846,110165
4383846,120608
4383846,110183
4383846,123525
4383846,122137
4383846,122973
4383846,117489
4383846,115194
4383846,129089
4383846,121126
4383846,123095
4383846,110245
4383846,114063
4383846,116353
4383846,122551
4383846,110257
4383846,110309
4383846,108326
4383846,110310
4383846,119002
4383846,121731
4383846,117366
4383846,125559
4383846,113752
4383846,110494
4383846,119675
4383846,126785
4383846,114486
4383846,110624
4383846,120240
4383846,110642
4383846,119627
4383846,110764
4383846,115669
4383846,121519
4383846,117419
4383846,118848
4383846,120026
4383846,116915
4383846,110844
4383846,122328
4383846,121434
4383846,116358
4383846,112884
4383846,114202
4383846,114677
4383846,121386
4383846,120864
4383846,116278
4383846,110982
4383846,116944
4383846,117497
4383846,120816
4383846,116413
4383846,120931
4383846,115586
4383846,111100
4383846,125312
4383846,117295
4383846,121134
4383846,124145
4383846,121586
4383846,111132
4383846,121041
4383846,109180
4383846,119405
4383846,122429
4383846,111315
4383846,111297
4383846,125082
4383846,111309
4383846,114075
4383846,113983
4383846,116969
4383846,129352
4383846,111335
4383846,116841
4383846,111353
4383846,121880
4383846,119982
4383846,126828
4383846,111375
4383846,119082
4383846,126822
4383846,755836
4383846,111441
4383846,114072
4383846,124355
4383846,117514
4383846,120747
4383846,111566
4383846,117199
4383846,120755
