Source,Target
4383920,122325
4383920,123213
4383920,117596
4383920,116902
4383920,121574
4383920,115245
4383920,125352
4383920,124909
4383920,121381
4383920,111577
4383920,120766
4383920,4383872
4383921,575849
4383921,119432
4383921,123686
4383921,112612
4383921,124888
4383921,110141
4383921,109332
4383921,117123
4383921,114486
4383921,121262
4383921,117405
4383921,106851
4383921,123836
4383921,115914
4383921,114222
4383921,116441
4383921,118133
4383921,119000
4383921,106606
4383921,108368
4383921,128364
4383921,115799
4383921,122984
4383921,128972
4383921,109406
4383921,107387
4383921,120254
4383921,127110
4383921,119221
4383921,122519
4383921,114747
4383921,117749
4383921,108376
4383921,125494
4383921,117267
4383921,128195
4383921,114323
4383921,115896
4383921,117286
4383921,110830
4383921,110185
4383921,109066
4383921,107973
4383921,110233
4383921,114951
4383921,115560
4383921,122816
4383921,120074
4383921,108288
4383921,112180
4383921,121731
4383921,126778
4383921,122490
4383921,107133
4383921,115089
4383921,119395
4383921,123905
4383921,130370
4383921,114021
4383921,120723
4383921,107414
4383921,116439
4383921,113701
4383921,126789
4383921,125233
4383921,121936
4383921,118935
4383921,128218
4383921,111756
4383921,124223
4383921,124020
4383921,124043
4383921,123557
4383921,107390
4383921,111734
4383921,118915
4383921,115121
4383921,120533
4383921,110413
4383921,111643
4383921,136328
4383921,111786
4383921,111750
4383921,118090
4383921,120447
4383921,120305
4383921,120026
4383921,128172
4383921,112500
4383921,126108
4383921,123972
4383921,114130
4383921,108227
4383921,112986
4383921,117453
4383921,122522
4383921,108861
4383921,123065
4383921,117446
4383921,125230
4383921,116090
4383921,110237
4383921,113175
4383921,109786
4383921,110420
4383921,117131
4383921,108377
4383921,123176
4383921,129991
4383921,112342
4383921,128780
4383921,106605
4383921,122177
4383921,122565
4383921,126558
4383921,114225
4383921,109908
4383921,108218
4383921,130066
4383921,108272
4383921,109703
4383921,112679
4383921,116159
4383921,125827
4383921,123011
4383921,123025
4383921,119296
4383921,114891
4383921,120763
4383921,116972
4383921,116443
4383921,115711
4383921,107408
4383921,120539
4383921,121294
4383921,123935
4383921,115128
4383921,120928
4383921,115521
4383921,122346
4383921,106976
4383921,129285
4383921,117127
4383921,115291
4383921,128407
4383921,125232
4383921,114003
4383921,127987
4383921,117173
4383921,113560
4383921,129168
4383921,111759
4383921,113374
4383921,116158
4383921,123525
4383921,114304
4383921,114590
4383921,127012
4383921,106635
4383921,111215
4383921,118084
4383921,114903
4383921,116860
4383921,107203
4383921,120325
4383921,126016
4383921,117262
4383921,112680
4383921,109081
4383921,121833
4383921,127028
4383921,108806
4383921,109121
4383921,107707
4383921,118146
4383921,117039
4383921,122269
4383921,117390
4383921,108267
4383921,107204
4383921,118970
4383921,122511
4383921,121698
4383921,115597
4383921,116396
4383921,107019
4383921,119288
4383921,132762
4383921,111217
4383921,129147
4383921,122517
4383921,116229
4383921,111761
4383921,117479
4383921,121668
4383921,122734
4383921,121608
4383921,114281
4383921,121126
4383921,128412
4383921,130313
4383921,127415
4383921,125714
4383921,111745
4383921,119408
4383921,115267
4383921,111810
4383921,121403
4383921,134952
4383921,114632
4383921,122779
4383921,110634
4383921,112712
4383921,123056
4383921,116152
4383921,124115
4383921,120216
4383921,127558
4383921,119286
4383921,114776
4383921,115767
4383921,4383921
4383921,119793
4383921,119808
4383921,115539
4383921,116167
4383921,113624
4383921,115571
4383921,129039
4383921,115522
4383921,122110
4383921,108432
4383921,117191
4383921,128278
4383921,117501
4383921,120115
4383921,117620
4383921,129054
4383921,114940
4383921,126125
4383921,108953
4383921,112341
4383921,114305
4383921,107234
4383921,122956
4383921,114223
4383921,107398
4383921,107903
4383921,121570
4383921,113695
4383921,115804
4383921,129556
4383922,116706
4383923,111128
4383923,4383923
4383923,123187
4383923,113645
4383923,106553
4383923,108639
4383923,117979
4383923,123016
4383923,122909
4383923,123071
4383923,109568
4383923,113737
4383923,120278
4383923,124551
4383923,120824
4383923,117409
4383923,123188
4383923,106556
4383923,116717
4383923,116289
4383923,123274
4383923,133735
4383923,118173
4383923,113653
4383923,115786
4383923,116811
4383923,106719
4383923,111017
4383923,124263
4383923,116220
4383923,111124
4383923,119377
4383923,114889
4383923,119212
4383923,120628
4383923,120384
4383923,122846
4383923,122858
4383923,111129
4383923,107816
4383923,116982
4383923,121555
4383923,122900
4383924,110743
4383924,106669
4383924,122998
4383924,116872
4383924,117527
4383924,107587
4383924,114594
4383924,111571
4383924,116569
4383924,110193
4383924,109535
4383924,107589
4383924,109218
4383924,116919
4383924,115753
4383924,110976
4383924,114618
4383924,116717
4383924,4383858
4383924,109703
4383924,121709
4383924,130156
4383924,109544
4383924,118965
4383924,123119
4383924,115201
4383924,120622
4383924,109537
4383924,129628
4383924,4383857
4383924,121625
4383924,127585
4383924,113760
4383924,122473
4383924,115038
4383924,108326
4383924,116743
4383924,115247
4383915,117422
4383915,4383915
4383845,113121
4383845,116162
4383845,110355
4383845,107818
4383845,115480
4383845,112089
4383845,120792
4383845,107008
4383845,112737
4383845,4383845
4383845,122971
4383845,119021
4383846,124617
4383846,111128
4383846,121438
4383846,117402
4383846,123579
4383846,116835
4383846,120597
4383846,107022
4383846,123187
4383846,115061
4383846,118957
4383846,118913
4383846,113645
4383846,106979
4383846,127521
4383846,106553
4383846,124712
4383846,108639
4383846,124339
4383846,121106
4383846,110852
4383846,106969
4383846,122719
4383846,113034
4383846,119441
4383846,117979
4383846,108817
4383846,107305
4383846,123016
4383846,120809
4383846,122518
4383846,123071
4383846,114570
4383846,109863
4383846,118164
4383846,117087
4383846,111042
4383846,122115
4383846,113606
4383846,109245
4383846,117454
4383846,115834
4383846,115043
4383846,120291
4383846,115196
4383846,110431
4383846,110800
4383846,121445
4383846,111643
4383846,115940
4383846,120347
4383846,114363
4383846,107188
4383846,111288
4383846,120515
4383846,126108
4383846,117456
4383846,128204
4383846,107263
4383846,123177
4383846,114810
4383846,117409
4383846,119633
4383846,115855
4383846,119116
4383846,107306
4383846,108436
4383846,113195
4383846,106556
4383846,120511
4383846,125236
4383846,112471
4383846,117089
4383846,116647
4383846,117006
4383846,114379
4383846,120761
4383846,122418
4383846,132265
4383846,127870
4383846,123796
4383846,108772
4383846,115025
4383846,108000
4383846,109119
4383846,608397
4383846,116726
4383846,115815
4383846,117509
4383846,124263
4383846,115719
4383846,116689
4383846,111124
4383846,124816
4383846,119334
4383846,120160
4383846,107888
4383846,118970
4383846,125536
4383846,114406
4383846,112438
4383846,123815
4383846,110896
4383846,127004
4383846,123213
4383846,120544
4383846,116902
4383846,106554
4383846,108314
4383846,115816
4383846,120384
4383846,129179
4383846,115408
4383846,112982
4383846,121939
4383846,122846
4383846,122796
4383846,110616
4383846,111129
4383846,111213
4383846,124923
4383846,121381
4383846,110806
4383846,109533
4383846,122716
4383846,110785
4383846,109920
4383846,106708
4383846,108484
4383846,111577
4383846,112341
4383846,114268
4383846,124728
4383847,114016
4383847,109545
4383847,109535
4383847,121360
4383847,119510
4383847,4383847
4383847,112620
4383847,4383916
4383847,129767
4383850,113501
4383850,117262
4383850,114428
4383860,4383860
4383860,108562
4383861,114492
4383862,121830
4383862,116717
4383862,4383862
4383863,117369
4383863,121237
4383863,4383863
4383863,129628
4383863,121625
4383864,114594
4383864,121177
4383851,4383851
4383852,126357
4383852,4383852
4383852,116976
4383853,109325
4383853,107393
4383853,114363
4383853,117565
4383853,106908
4383853,119633
4383853,112508
4383853,117188
4383853,107126
4383853,109541
4383853,4383853
4383853,109352
4383855,575849
4383855,116364
4383855,118958
4383855,119000
4383855,117339
4383855,107908
4383855,121863
4383855,129844
4383855,117063
4383855,122518
4383855,109399
4383855,123499
4383855,123277
4383855,123643
4383855,123295
4383855,106999
4383855,126171
4383855,106994
4383855,118992
4383855,117926
4383855,115046
4383855,111786
4383855,122597
4383855,120426
4383855,110612
4383855,116177
4383855,123999
4383855,109354
4383855,115464
4383855,125230
4383855,120337
4383855,107306
4383855,128393
4383855,125254
4383855,119397
4383855,112508
4383855,115921
4383855,130066
4383855,114671
4383855,124709
4383855,123567
4383855,114783
4383855,110253
4383855,116477
4383855,106835
4383855,116517
4383855,119541
4383855,114519
4383855,126665
4383855,115811
4383855,116726
4383855,120314
4383855,113304
4383855,107000
4383855,115611
4383855,115739
4383855,114620
4383855,120936
4383855,116689
4383855,125875
4383855,124816
4383855,114572
4383855,4383855
4383855,112214
4383855,108064
4383855,125082
4383855,112703
4383855,116979
4383855,121403
4383855,114632
4383855,110634
4383855,110584
4383855,127558
4383855,121309
4383855,124896
4383855,107305
4383855,125493
4383855,106998
4383855,114271
4383855,124728
4383856,120256
4383856,107225
4383856,110973
4383856,107008
4383856,115239
4383857,120256
4383857,4383946
4383857,114439
4383857,4383857
4383858,110622
4383858,118845
4383858,112655
4383858,4383858
4383858,114405
4383868,124794
4383868,106625
4383868,115096
4383868,111227
4383868,123686
4383868,122382
4383868,111941
4383868,106607
4383868,115797
4383868,115864
4383868,123726
4383868,127930
4383868,110141
4383868,109332
4383868,112413
4383868,121475
4383868,107125
4383868,114486
4383868,110225
4383868,107603
4383868,121262
4383868,112361
4383868,109481
4383868,117405
4383868,106983
4383868,115914
4383868,111516
4383868,115602
4383868,121841
4383868,119000
4383868,106606
4383868,576430
4383868,109864
4383868,107908
4383868,108171
4383868,121500
4383868,107127
4383868,121664
4383868,116471
4383868,106806
4383868,109186
4383868,109406
4383868,107387
4383868,120254
4383868,108362
4383868,110391
4383868,117715
4383868,123077
4383868,119007
4383868,119617
4383868,117468
4383868,109325
4383868,108083
4383868,119283
4383868,114747
4383868,117982
4383868,125712
4383868,114219
4383868,117267
4383868,117422
4383868,114323
4383868,108018
4383868,115896
4383868,112163
4383868,110830
4383868,111082
4383868,109066
4383868,121723
4383868,110233
4383868,111134
4383868,111775
4383868,116904
4383868,116890
4383868,114919
4383868,319735
4383868,119020
4383868,123546
4383868,114930
4383868,113204
4383868,120074
4383868,113726
4383868,108288
4383868,121731
4383868,125728
4383868,115548
4383868,108159
4383868,111476
4383868,119395
4383868,117491
4383868,109082
4383868,111369
4383868,123553
4383868,123905
4383868,130370
4383868,109038
4383868,123295
4383868,121074
4383868,123822
4383868,120639
4383868,110355
4383868,116513
4383868,123589
4383868,107414
4383868,126455
4383868,117762
4383868,109681
4383868,113583
4383868,113881
4383868,115352
4383868,128218
4383868,111756
4383868,124354
4383868,107449
4383868,124043
4383868,107225
4383868,107390
4383868,128991
4383868,114424
4383868,113271
4383868,120533
4383868,127702
4383868,116653
4383868,111750
4383868,116581
4383868,118090
4383868,122597
4383868,120866
4383868,120447
4383868,123784
4383868,112731
4383868,119605
4383868,106732
4383868,112500
4383868,112906
4383868,112904
4383868,111575
4383868,122470
4383868,112986
4383868,116177
4383868,124644
4383868,119312
4383868,111131
4383868,612841
4383868,114568
4383868,123065
4383868,114905
4383868,115190
4383868,111386
4383868,111413
4383868,107036
4383868,112449
4383868,114142
4383868,123747
4383868,116433
4383868,113579
4383868,110237
4383868,109786
4383868,110420
4383868,109811
4383868,124068
4383868,117131
4383868,131497
4383868,129991
4383868,117481
4383868,111256
4383868,106605
4383868,115870
4383868,120798
4383868,116604
4383868,114405
4383868,108193
4383868,113015
4383868,115610
4383868,112508
4383868,114225
4383868,107044
4383868,111617
4383868,108218
4383868,109703
4383868,114671
4383868,108174
4383868,111460
4383868,112679
4383868,114555
4383868,123296
4383868,111807
4383868,116159
4383868,127780
4383868,114891
4383868,117188
4383868,116747
4383868,110253
4383868,107319
4383868,107450
4383868,116443
4383868,115711
4383868,110467
4383868,121077
4383868,114835
4383868,107600
4383868,120539
4383868,126285
4383868,117712
4383868,118854
4383868,107126
4383868,115128
4383868,109001
4383868,120928
4383868,119302
4383868,115287
4383868,106976
4383868,129285
4383868,112424
4383868,109380
4383868,113192
4383868,127145
4383868,107113
4383868,116244
4383868,108577
4383868,114003
4383868,115563
4383868,113560
4383868,115311
4383868,111759
4383868,115183
4383868,123837
4383868,107575
4383868,114304
4383868,109341
4383868,117337
4383868,110382
4383868,109352
4383868,108169
4383868,111806
4383868,115987
4383868,114091
4383868,125945
4383868,108363
4383868,111799
4383868,112526
4383868,121084
4383868,4383868
4383868,107203
4383868,110913
4383868,112462
4383868,116473
4383868,112495
4383868,114527
4383868,118160
4383868,117441
4383868,114572
4383868,121540
4383868,112768
4383868,107019
4383868,126716
4383868,106564
4383868,129147
4383868,111761
4383868,121668
4383868,114617
4383868,121608
4383868,114321
4383868,111375
4383868,114281
4383868,121126
4383868,113999
4383868,115947
4383868,119001
4383868,114290
4383868,106628
4383868,111745
4383868,116979
4383868,106805
4383868,111810
4383868,109802
4383868,117386
4383868,123313
4383868,122779
4383868,112712
4383868,116221
4383868,121275
4383868,108570
4383868,110584
4383868,110916
4383868,119629
4383868,115767
4383868,107754
4383868,114454
4383868,110973
4383868,109378
4383868,108238
4383868,112525
4383868,107008
4383868,109350
4383868,110915
4383868,115239
4383868,112711
4383868,112683
4383868,113624
4383868,120700
4383868,114768
4383868,106881
4383868,110149
4383868,109643
4383868,115750
4383868,115522
4383868,112659
4383868,117191
4383868,107423
4383868,114325
4383868,109401
4383868,108991
4383868,110250
4383868,115669
4383868,115231
4383868,122220
4383868,111978
4383868,116243
4383868,114305
4383868,108551
4383868,107234
4383868,108946
4383868,107398
4383868,111777
4383868,111800
4383868,114355
4383868,111766
4383868,112687
4383868,114505
4383870,4383870
4383870,4383852
4383872,110836
4383872,119368
4383872,106962
4383872,120239
4383872,115085
4383872,123016
4383872,121972
4383872,122909
4383872,120482
4383872,122785
4383872,115041
4383872,115043
4383872,114506
4383872,123680
4383872,122800
4383872,116848
4383872,123312
4383872,121393
4383872,115030
4383872,107027
4383872,121705
4383872,4383847
4383872,121572
4383872,120511
4383872,111235
4383872,4383874
4383872,123190
4383872,114783
4383872,120788
4383872,116477
4383872,123062
4383872,122167
4383872,120761
4383872,121987
4383872,116420
4383872,117058
4383872,117509
4383872,122325
4383872,108474
4383872,110996
4383872,121013
4383872,111124
4383872,116311
4383872,119001
4383872,130333
4383872,117596
4383872,116902
4383872,115816
4383872,121574
4383872,115245
4383872,125352
4383872,124909
4383872,122796
4383872,117924
4383872,124896
4383872,121381
4383872,4383872
4383871,575849
4383871,119432
4383871,112612
4383871,115797
4383871,115864
4383871,124888
4383871,110141
4383871,109332
4383871,112413
4383871,117123
4383871,107125
4383871,114486
4383871,117270
4383871,121262
4383871,117405
4383871,106851
4383871,123836
4383871,115914
4383871,123168
4383871,114222
4383871,116441
4383871,121841
4383871,121219
4383871,118133
4383871,119455
4383871,119000
4383871,106606
4383871,108368
4383871,128364
4383871,109864
4383871,115799
4383871,113833
4383871,125943
4383871,122984
4383871,128972
4383871,117020
4383871,120386
4383871,109406
4383871,107387
4383871,120254
4383871,127110
4383871,110391
4383871,120904
4383871,115437
4383871,123077
4383871,107877
4383871,119221
4383871,122519
4383871,114747
4383871,117749
4383871,108376
4383871,125494
4383871,117267
4383871,117422
4383871,114323
4383871,115896
4383871,117286
4383871,110830
4383871,110185
4383871,109066
4383871,114704
4383871,107973
4383871,110233
4383871,114951
4383871,119943
4383871,111775
4383871,115560
4383871,319735
4383871,122816
4383871,121224
4383871,120074
4383871,108288
4383871,114899
4383871,112180
4383871,121731
4383871,126778
4383871,110667
4383871,122490
4383871,108159
4383871,107133
4383871,115089
4383871,119395
4383871,117491
4383871,138926
4383871,111369
4383871,123553
4383871,123643
4383871,130370
4383871,121074
4383871,120723
4383871,123589
4383871,107414
4383871,116439
4383871,113701
4383871,126789
4383871,125233
4383871,121936
4383871,120831
4383871,108226
4383871,118935
4383871,128218
4383871,111756
4383871,119649
4383871,124223
4383871,120736
4383871,124020
4383871,124043
4383871,123557
4383871,107225
4383871,107390
4383871,111734
4383871,118915
4383871,114424
4383871,115121
4383871,120533
4383871,110413
4383871,111643
4383871,122392
4383871,136328
4383871,111786
4383871,111750
4383871,118090
4383871,120305
4383871,120026
4383871,124321
4383871,128172
4383871,106732
4383871,112500
4383871,126108
4383871,121449
4383871,123972
4383871,114130
4383871,108227
4383871,115377
4383871,112986
4383871,117453
4383871,122522
4383871,612841
4383871,114568
4383871,108861
4383871,123065
4383871,130421
4383871,117446
4383871,116414
4383871,125230
4383871,116169
4383871,106569
4383871,116090
4383871,121370
4383871,123747
4383871,121914
4383871,110237
4383871,113175
4383871,108562
4383871,123554
4383871,108436
4383871,109786
